name,latitude,longitude,address,tags
Roka Akor - Chicago,41.8906817,-87.6313803,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '456', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'name': 'Roka Akor - Chicago', 'phone': '+1-312-477-7652', 'website': 'https://rokaakor.com/locations/chicago/'}"
Slurping Turtle,41.8902545,-87.6319006,"West Hubbard Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '116', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Hubbard Street', 'amenity': 'restaurant', 'cuisine': 'ramen;japanese', 'name': 'Slurping Turtle', 'opening_hours': 'Su-Th 11:30-22:00; Fr-Sa 11:30-23:00', 'phone': '+1-312-464-0466', 'website': 'http://slurpingturtle.com/chicago/'}"
Hubbard Inn,41.8902584,-87.6316003,"West Hubbard Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '110', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Hubbard Street', 'amenity': 'restaurant', 'cuisine': 'european', 'name': 'Hubbard Inn', 'opening_hours': 'Mo-Fr 11:00-02:00; Sa 10:00-03:00; Su 10:00-00:00'}"
Joy District Chicago,41.8902824,-87.6317505,"West Hubbard Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '112', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Hubbard Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Joy District Chicago', 'opening_hours': 'Mo-Fr 16:00-02:00; Sa 16:00-03:00', 'phone': '+1-312-955-0339', 'website': 'https://www.joychicago.com/'}"
Ema,41.8910012,-87.6308546,"West Illinois Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '74', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Illinois Street', 'amenity': 'restaurant', 'cuisine': 'mediterranean', 'name': 'Ema', 'opening_hours': 'Mo-Th 11:30-22:00; Fr-Sa 11:30-23:00; Su 11:30-21:00', 'phone': '+1-312-527-5586', 'website': 'http://emachicago.com/', 'wheelchair': 'yes'}"
Hub 51,41.8898489,-87.6298703,"West Hubbard Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '51', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Hubbard Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Hub 51', 'opening_hours': 'Mo-Th 11:00-23:00; Fr 11:00-02:00; Sa 10:00-03:00; Su 10:00-22:00', 'phone': '+1-312-828-0051', 'website': 'http://hub51chicago.com/'}"
Siena Tavern,41.8890792,-87.6298263,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '51', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'cuisine': 'pasta;italian;pizza', 'name': 'Siena Tavern', 'opening_hours': 'Mo-Fr 11:30-02:00; Sa 10:00-03:00; Su 10:00-02:00', 'phone': '+1-312-595-1322', 'website': 'http://www.sienatavern.com/'}"
Planta Queen,41.889685,-87.630767,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '413', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'diet:vegan': 'only', 'name': 'Planta Queen', 'opening_hours': 'Su-Th 11:30-22:00; Fr-Sa 11:30-23:00', 'phone': '+1-630-691-7238', 'website': 'https://www.plantarestaurants.com/'}"
RPM Steak,41.8893747,-87.6305913,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '66', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'name': 'RPM Steak', 'phone': '+1-312-284-4990', 'website': 'http://rpmrestaurants.com/rpmsteak/chicago/', 'wheelchair': 'yes'}"
Nonnina,41.8886929,-87.6312315,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '340', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'check_date': '2023-08-07', 'cuisine': 'italian', 'name': 'Nonnina', 'opening_hours': 'Mo-Th 11:00-22:30; Fr 11:00-23:00; Sa 17:00-23:00; Su 15:00-20:00', 'phone': '+1-312-822-0077', 'website': 'https://nonninachicago.com/'}"
Untitled Supper Club,41.8890762,-87.631681,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '111', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Untitled Supper Club', 'opening_hours': 'Mo 16:30-00:00; Tu-We 16:30-01:00; Th-Fr 16:30-02:00; Sa 16:30-03:00', 'phone': '+1-312-880-1511', 'website': 'https://www.untitledsupperclub.com/'}"
Havana Grill,41.8896818,-87.6314633,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '412', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'check_date': '2023-08-07', 'cuisine': 'latin_american', 'name': 'Havana Grill', 'opening_hours': 'Mo-Th 11:00-22:00; Fr 11:00-02:00; Sa 12:00-03:00; Su 16:00-02:00', 'phone': '+1-312-644-1900', 'website': 'https://www.havanachicago.com/'}"
Mercadito,41.8894067,-87.6319768,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '108', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'cuisine': 'mexican', 'name': 'Mercadito', 'opening_hours': 'Su-Mo 11:00-00:00; Tu 11:00-01:00; We 11:00-00:00; Th 11:00-01:00; Fr 11:00-02:00; Sa 11:00-03:00', 'phone': '+1-312-329-9555', 'website': 'https://www.mercaditorestaurants.com/'}"
Moe's Cantina River North,41.8890572,-87.6332026,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '155', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'cuisine': 'mexican', 'name': ""Moe's Cantina River North"", 'not:brand:wikidata': 'Q6889938', 'opening_hours': 'Su-We 11:00-00:00; Th-Fr 11:00-02:00; Sa 11:00-03:00', 'phone': '+1-312-245-2000', 'website': 'https://www.moescantina.com/'}"
Hannah's Bretzel,41.8897479,-87.6329435,"North La Salle Boulevard, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '400', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North La Salle Boulevard', 'amenity': 'restaurant', 'cuisine': 'sandwich', 'name': ""Hannah's Bretzel"", 'opening_hours': 'Mo-Fr 07:00-19:00; Sa-Su 09:00-16:00', 'phone': '+1-312-621-1111', 'website': 'https://www.hannahsbretzel.com/', 'wheelchair': 'yes'}"
Highline Bar + Lounge,41.8890366,-87.6337487,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '169', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'name': 'Highline Bar + Lounge', 'opening_hours': 'Su-Fr 11:00-02:00; Sa 11:00-03:00', 'phone': '+1-312-533-2742', 'website': 'https://highlinebarchicago.com/'}"
Taco Joint,41.8933938,-87.6333459,"West Ontario Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '158', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Ontario Street', 'amenity': 'restaurant', 'cuisine': 'mexican;tacos', 'name': 'Taco Joint', 'opening_hours': 'Mo-Th 11:00-22:00; Fr-Sa 11:00-00:00; Su 11:00-21:00', 'phone': '+1-312-337-8226', 'website': 'https://www.tacojoint.com/'}"
Le Select,41.8911495,-87.6342632,"North Wells Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '504', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Wells Street', 'amenity': 'restaurant', 'name': 'Le Select', 'website': 'https://www.leselectchicago.com'}"
Tanta,41.8918045,-87.6320262,"West Grand Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '118', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Grand Avenue', 'amenity': 'restaurant', 'name': 'Tanta', 'opening_hours': 'Mo-Su 11:30-14:30, 17:00-22:00', 'phone': '+1-312-222-9700', 'website': 'https://www.tantachicago.com/'}"
Mr. Beef on Orleans,41.8944231,-87.6373733,"North Orleans Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '666', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Orleans Street', 'amenity': 'restaurant', 'cuisine': 'regional;italian', 'name': 'Mr. Beef on Orleans', 'opening_hours': 'Mo-Th 10:00-18:00; Fr 10:00-04:00; Sa 10:30-05:00', 'phone': '+1-312-337-8500'}"
Brunch,41.8937476,-87.6373553,"North Orleans Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '644', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Orleans Street', 'amenity': 'restaurant', 'cuisine': 'brunch;american', 'name': 'Brunch', 'opening_hours': 'Mo-Fr 07:00-15:00; Sa-Su 08:00-16:00', 'phone': '+1-312-265-1411', 'website': 'https://www.brunchit.com/'}"
SIFR,41.8941144,-87.6373493,"North Orleans Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '660', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Orleans Street', 'amenity': 'restaurant', 'cuisine': 'middle_eastern', 'name': 'SIFR', 'opening_hours': 'Mo-Th 17:00-22:00; Fr-Sa 17:00-23:00', 'phone': '+1-464-204-8711', 'website': 'https://www.sifrchicago.com/'}"
Meli Cafe,41.8917434,-87.6342963,"North Wells Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '540', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Wells Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Meli Cafe', 'opening_hours': 'Mo-Su 07:00-15:00', 'phone': '+1-312-527-1850', 'website': 'https://www.melicafe.com/'}"
The Hampton Social - River North,41.889785,-87.6376935,"West Hubbard Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '353', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Hubbard Street', 'amenity': 'restaurant', 'check_date': '2024-05-28', 'cuisine': 'seafood;american', 'name': 'The Hampton Social - River North', 'opening_hours': 'Mo-Tu 11:00-22:00; We-Th 11:00-23:00; Fr 11:00-00:00; Sa 10:00-00:00; Su 10:00-22:00', 'phone': '+1-312-464-0500', 'website': 'https://www.thehamptonsocial.com/'}"
Edie's All Day Cafe & Bar,41.8900951,-87.6377144,"West Hubbard Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '354', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Hubbard Street', 'amenity': 'restaurant', 'name': ""Edie's All Day Cafe & Bar"", 'phone': '+1 (312) 584-3396', 'website': 'https://www.ediescafebar.com'}"
Hutch American Cafe,41.8933455,-87.6391791,"West Ontario Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '416', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Ontario Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Hutch American Cafe', 'opening_hours': 'Mo-Su 08:00-15:00', 'phone': '+1-312-300-4195', 'website': 'https://www.hutchchicago.com/'}"
Bar Cargo,41.8926684,-87.6339185,"North Wells Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '605', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Wells Street', 'amenity': 'restaurant', 'cuisine': 'pizza;italian', 'name': 'Bar Cargo', 'opening_hours': 'Mo-Th 11:30-23:00; Fr 11:30-02:00; Sa 11:00-02:00; Su 11:00-22:00', 'phone': '+1-312-929-0065', 'website': 'https://www.barcargo.com/', 'wheelchair': 'yes'}"
Beacon Tavern,41.8897293,-87.6256466,"North Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '405', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North Wabash Avenue', 'amenity': 'restaurant', 'cuisine': 'american;pub', 'name': 'Beacon Tavern', 'opening_hours': 'Mo-We 11:00-22:00; Th-Fr 11:00-23:00; Sa 10:00-23:00; Su 10:00-22:00', 'outdoor_seating': 'no', 'phone': '+1-312-955-4226', 'website': 'http://beacontavern.com/'}"
Brindille,41.8918879,-87.631399,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '534', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'cuisine': 'french;fine_dining', 'name': 'Brindille', 'opening_hours': 'Mo-Sa 17:00-23:00', 'phone': '+1-312-595-1616', 'website': 'https://brindille-chicago.com/'}"
CAVA,41.8890557,-87.633264,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '155', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'brand': 'CAVA', 'brand:wikidata': 'Q85751038', 'cuisine': 'mediterranean', 'name': 'CAVA', 'opening_hours': 'Fr 23:00-02:00; Sa 23:00-03:00', 'phone': '+1-773-348-8899'}"
Da Lobsta,41.8897504,-87.6313436,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '416', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'cuisine': 'seafood;american', 'name': 'Da Lobsta', 'opening_hours': 'Mo-Su 11:00-21:00', 'phone': '+1-312-955-0894', 'website': 'https://www.dalobsta.com/'}"
Doc B's Fresh Kitchen - River North,41.8915913,-87.6263144,"East Grand Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '55', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Grand Avenue', 'amenity': 'restaurant', 'cuisine': 'american', 'name': ""Doc B's Fresh Kitchen - River North"", 'opening_hours': 'Mo-Sa 11:00-22:00; Su 11:00-21:00', 'phone': '+1-312-999-9300', 'website': 'https://docbsfreshkitchen.com/'}"
M Burger,41.8931177,-87.6285875,"West Ontario Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '5', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Ontario Street', 'amenity': 'restaurant', 'cuisine': 'american;burger', 'name': 'M Burger', 'opening_hours': 'Su-Th 11:00-21:00; Fr-Sa 11:00-22:00', 'phone': '+1-312-428-3548', 'website': 'http://mburgerchicago.com/'}"
Freshii,41.8886403,-87.6328667,"North LaSalle Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '350', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North LaSalle Drive', 'amenity': 'restaurant', 'brand': 'Freshii', 'brand:wikidata': 'Q5503051', 'cuisine': 'salad', 'name': 'Freshii', 'opening_hours': 'Mo-Fr 07:00-21:00', 'phone': '+1-312-836-0160', 'website': 'https://www.freshii.com/'}"
IL Porcellino,41.8898275,-87.6302615,"West Hubbard Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '59', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Hubbard Street', 'addr:unit': '1', 'amenity': 'restaurant', 'cuisine': 'pasta;italian', 'name': 'IL Porcellino', 'opening_hours': 'Mo-We 16:00-23:00; Th-Sa 16:00-00:00; Su 16:00-22:00', 'phone': '+1-312-595-0800', 'website': 'http://ilporcellinochicago.com/'}"
Ironside Bar & Galley,41.8921561,-87.6342686,"North Wells Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '546', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Wells Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Ironside Bar & Galley', 'opening_hours': 'Mo 16:00-02:00; Tu-Fr 11:30-02:00; Sa-Su 11:00-03:00', 'phone': '+1-312-973-7792', 'website': 'https://ironsidechicago.com/'}"
Katana,41.8885135,-87.6293075,"North Dearborn Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '339', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Dearborn Street', 'amenity': 'restaurant', 'cuisine': 'japanese;sushi', 'name': 'Katana', 'opening_hours': 'Mo-Fr 11:30-14:30; Su-Tu 17:00-22:00; We-Th 17:00-22:30; Fr-Sa 17:00-00:00', 'phone': '+1-312-877-5544', 'website': 'https://www.innovativedining.com/restaurants/katana'}"
NAHA,41.8909981,-87.6314417,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '500', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'cuisine': 'middle_eastern', 'name': 'NAHA', 'opening_hours': 'Mo-Th 17:00-21:30; Tu-Fr 11:00-14:00; Fr-Sa 17:00-22:00', 'phone': '+1-312-321-6242', 'website': 'http://naha-chicago.com/#&panel1-1'}"
Osteria Via Stato,41.8931024,-87.6283685,"North State Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '620', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North State Street', 'amenity': 'restaurant', 'cuisine': 'italian', 'name': 'Osteria Via Stato', 'opening_hours': 'Mo-Th 11:30-22:00; Fr-Sa 11:30-23:00; Su 11:30-21:30', 'phone': '+1-312-642-8450', 'website': 'http://osteriaviastato.com/'}"
Pizzeria Ora Chicago,41.8922256,-87.6322873,"North LaSalle Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '545', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North LaSalle Drive', 'amenity': 'restaurant', 'cuisine': 'pizza;regional', 'name': 'Pizzeria Ora Chicago', 'opening_hours': 'Mo-Su 06:30-00:00', 'phone': '+1-312-464-1872', 'website': 'http://www.pizzeriaora.com/', 'wheelchair': 'no'}"
Protein Bar,41.8888733,-87.6312366,"North Clark Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '352', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'North Clark Street', 'amenity': 'restaurant', 'check_date': '2023-08-07', 'cuisine': 'american', 'name': 'Protein Bar', 'opening_hours': 'Mo-Th 07:00-20:00; Fr 07:00-18:00; Sa-Su 09:00-17:00', 'phone': '+1-312-527-0450', 'website': 'https://www.theproteinbar.com/'}"
Safehouse Chicago,41.8934973,-87.6259171,"East Ontario Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '60', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'East Ontario Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Safehouse Chicago', 'phone': '+1 312-313-1007', 'website': 'https://www.safehousechicago.com/'}"
STK Chicago,41.8891471,-87.6285576,"West Kinzie Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '9', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Kinzie Street', 'amenity': 'restaurant', 'cuisine': 'steak_house;steak;seafood;fine_dining', 'name': 'STK Chicago', 'opening_hours': 'Su-Mo 17:00-22:00; Tu-Th 17:00-23:00; Fr-Sa 17:00-00:00', 'phone': '+1-312-340-5636', 'website': 'https://togrp.com/venue/stk-chicago/'}"
Sushi-san,41.8914679,-87.6304875,"West Grand Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '63', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Grand Avenue', 'amenity': 'restaurant', 'cuisine': 'sushi;japanese', 'name': 'Sushi-san', 'opening_hours': 'Su-Th 16:00-00:00; Fr-Sa 16:00-01:00', 'phone': '+1-312-828-0575', 'website': 'http://sushisanrestaurant.com/'}"
Taketei Sushi River North,41.894668,-87.6316181,"West Huron Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '111', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Huron Street', 'amenity': 'restaurant', 'cuisine': 'sushi;japanese', 'name': 'Taketei Sushi River North', 'opening_hours': 'Mo-Su 17:00-22:00', 'phone': '+1-312-202-9900', 'website': 'https://www.taketeisushi.com/'}"
Travelle Kitchen + Bar,41.8885765,-87.6275978,"North Wabash Avenue, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '330', 'addr:postcode': '60611', 'addr:state': 'IL', 'addr:street': 'North Wabash Avenue', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Travelle Kitchen + Bar', 'opening_hours': 'Mo-Fr 06:30-00:00; Sa-Su 07:00-00:00', 'phone': '+1-312-923-7705', 'website': 'https://www.travellechicago.com/'}"
Troquet River North,41.8946715,-87.631559,"West Huron Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '111', 'addr:postcode': '60654', 'addr:state': 'IL', 'addr:street': 'West Huron Street', 'amenity': 'restaurant', 'cuisine': 'french', 'name': 'Troquet River North', 'opening_hours': 'Mo-Th 07:00-23:00; Fr-Sa 07:00-00:00; Su 07:00-22:00', 'phone': '+1-312-202-9900', 'website': 'https://www.troquetrivernorth.com/'}"
Ovie Bar & Grill,41.8841928,-87.63997,"North Canal Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '120', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'North Canal Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Ovie Bar & Grill', 'opening_hours': 'Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 19:00-02:30', 'phone': '+1-312-902-1111', 'website': 'http://www.oviebarandgrill.com/'}"
Luke's Lobster City Hall,41.884033,-87.6326764,"North LaSalle Drive, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '134', 'addr:postcode': '60602', 'addr:state': 'IL', 'addr:street': 'North LaSalle Drive', 'amenity': 'restaurant', 'cuisine': 'seafood;american', 'name': ""Luke's Lobster City Hall"", 'opening_hours': 'Mo-Fr 11:00-21:00; Sa-Su 12:00-20:00', 'phone': '+1-312-982-2977', 'website': 'https://www.lukeslobster.com/location/chicago/', 'wheelchair': 'limited'}"
IDOF - I Dream of Falafel,41.8803617,-87.6413837,"West Monroe Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '555', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'West Monroe Street', 'amenity': 'restaurant', 'cuisine': 'mediterranean', 'name': 'IDOF - I Dream of Falafel', 'opening_hours': 'Mo-Fr 10:30-20:00', 'phone': '+1-312-559-3333', 'website': 'http://www.idreamoffalafel.com/locations/chicago/'}"
Blaze Pizza,41.8810817,-87.6413762,"South Clinton Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '24', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'South Clinton Street', 'amenity': 'restaurant', 'brand': 'Blaze Pizza', 'brand:wikidata': 'Q23016666', 'cuisine': 'pizza', 'name': 'Blaze Pizza', 'opening_hours': 'Mo-Fr 10:30-20:00; Sa-Su 12:00-19:00', 'phone': '+1-312-766-1089', 'website': 'http://www.blazepizza.com/'}"
Beggars Pizza,41.8777587,-87.6412857,"South Clinton Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '310', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'South Clinton Street', 'amenity': 'restaurant', 'branch': 'West Loop', 'brand': 'Beggars Pizza', 'brand:wikidata': 'Q113946029', 'cuisine': 'pizza', 'internet_access': 'wlan', 'name': 'Beggars Pizza', 'opening_hours': 'Mo-Th 11:00-22:30; Fr-Sa 11:00-00:00; Su 11:00-22:00', 'phone': '+1 312-588-0055', 'takeaway': 'yes', 'website': 'https://www.beggarspizza.com/'}"
Chicago Raw,41.8843074,-87.6405879,"North Clinton Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '131', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'North Clinton Street', 'addr:unit': '7', 'amenity': 'restaurant', 'diet:vegan': 'only', 'name': 'Chicago Raw', 'opening_hours': 'Mo-Fr 07:00-19:30; Sa 08:30-17:30', 'phone': '+1-312-831-2729', 'website': 'https://www.chicagorawfood.com/'}"
Buen Apetito,41.8839579,-87.6408669,"North Clinton Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '131', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'North Clinton Street', 'amenity': 'restaurant', 'cuisine': 'mexican', 'name': 'Buen Apetito', 'opening_hours': 'Mo-Fr 09:00-18:30; Sa 10:00-16:00', 'phone': '+1-312-234-9600'}"
Cochon Volant Brasserie,41.8808872,-87.6310148,"West Monroe Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '100', 'addr:postcode': '60603', 'addr:state': 'IL', 'addr:street': 'West Monroe Street', 'amenity': 'restaurant', 'cuisine': 'french', 'name': 'Cochon Volant Brasserie', 'opening_hours': 'Mo-Fr 06:30-23:00; Sa-Su 07:30-23:00', 'outdoor_seating': 'no', 'phone': '+1-312-754-6560', 'website': 'https://www.cochonvolantchicago.com/'}"
FliP Crepes,41.883901,-87.6409288,"North Clinton Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '131', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'North Clinton Street', 'addr:unit': '12', 'amenity': 'restaurant', 'cuisine': 'breakfast;french', 'name': 'FliP Crepes', 'opening_hours': 'Mo-We 07:00-19:00; Th 10:00-18:30; Fr 07:00-19:00; Sa 09:00-16:00', 'phone': '+1-888-808-3547', 'website': 'https://flipcrepes.com/'}"
Gibsons Italia,41.8863297,-87.6401044,"North Canal Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '233', 'addr:postcode': '60606', 'addr:state': 'IL', 'addr:street': 'North Canal Street', 'amenity': 'restaurant', 'cuisine': 'italian', 'name': 'Gibsons Italia', 'opening_hours': 'Mo-Sa 11:00-00:00', 'phone': '+1-312-414-1100', 'website': 'https://gibsonsitalia.com/'}"
Venice Cafe,41.8807756,-87.6406322,"West Monroe Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '500', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'West Monroe Street', 'amenity': 'restaurant', 'cuisine': 'american', 'name': 'Venice Cafe', 'opening_hours': 'Mo-Fr 07:00-15:00', 'phone': '+1-312-258-0925', 'website': 'http://www.venicecafechicago.com/'}"
Yolk - West Loop,41.8823378,-87.6403109,"West Madison Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '500', 'addr:postcode': '60661', 'addr:state': 'IL', 'addr:street': 'West Madison Street', 'amenity': 'restaurant', 'cuisine': 'brunch;breakfast;american;lunch', 'name': 'Yolk - West Loop', 'opening_hours': 'Mo-Fr 06:00-15:00; Sa-Su 07:00-15:00', 'phone': '+1-312-454-9655', 'website': 'https://www.eatyolk.com/'}"
La Petit Folie,41.7955036,-87.5886172,"N/A, N/A","{'amenity': 'restaurant', 'name': 'La Petit Folie', 'opening_hours': 'closed'}"
Taco Madre,41.871182,-87.6273227,"South State Street, Chicago","{'addr:city': 'Chicago', 'addr:housenumber': '823', 'addr:postcode': '60605', 'addr:state': 'IL', 'addr:street': 'South State Street', 'amenity': 'restaurant', 'cuisine': 'mexican', 'name': 'Taco Madre', 'opening_hours': 'Su-Th 11:00-23:00; Fr-Sa 11:00-01:00'}"
